speaker,token,diortri,focus_condition,focus_no,citation_tone,sandhi_tone,sandhi_tone_var,citation_no,ind_no,sync_tone1,sync_tone2,sync_tone3,hist_tone1,hist_tone2,hist_tone3,syntax
S1,买饭,di,1,195,LH_LH,,,22,S1_22_1,LH,LH,,yangshang,yangqu,,V
S1,樱桃,di,1,198,HH_RF,,,17,S1_17_1,HH,RF,,yinping,yangping,,L
S1,海带,di,2,200,HH_HL,,,15,S1_15_2,HH,HL,,yinshang,yinqu,,L
S1,老车,di,2,203,RF_HH,,,20,S1_20_2,RF,HH,,yangshang,yinping,,M
S1,买饭,di,2,206,LH_LH,,,22,S1_22_2,LH,LH,,yangshang,yangqu,,V
S1,新路,di,2,209,HL_LH,,,51,S1_51_2,HL,LH,,yinping,yangqu,,M
S1,老车,di,1,214,RF_HH,,,20,S1_20_1,RF,HH,,yangshang,yinping,,M
S1,新房,di,2,217,HL_RF,,,47,S1_47_2,HL,RF,,yinping,yangping,,M
S1,小树,di,2,218,HH_LH,,,26,S1_26_2,HH,LH,,yinshang,yangqu,,M
S1,开店,di,1,224,HH_HL,,,10,S1_10_1,HH,HL,,yinping,yinqu,,V
S1,黄豆,di,2,226,RF_LH,,,41,S1_41_2,RF,LH,,yangping,yangqu,,L
S1,新车,di,di,230,HL_HH,,,45,S1_45_di,HL,HH,,yinping,yinping,,M
S1,黄布,di,di,234,RF_HL,,,16,S1_16_di,RF,HL,,yangping,yinqu,,M
S1,买花,di,1,239,LH_HH,,,36,S1_36_1,LH,HH,,yangshang,yinping,,V
S1,黄瓜,di,1,240,RF_HH,,,6,S1_6_1,RF,HH,,yangping,yinping,,L
S1,黄树,di,di,244,RF_LH,,,52,S1_52_di,RF,LH,,yangping,yangqu,,M
S1,老路,di,di,245,RF_LH,,,44,S1_44_di,RF,LH,,yangshang,yangqu,,M
S1,老房,di,di,253,RF_RF,,,49,S1_49_di,RF,RF,,yangshang,yangping,,M
S1,小车,di,1,255,HH_HH,,,43,S1_43_1,HH,HH,,yinshang,yinping,,M
S1,开门,di,1,257,HH_RF,,,50,S1_50_1,HH,RF,,yinping,yangping,,V
S1,新路,di,di,258,HL_LH,,,51,S1_51_di,HL,LH,,yinping,yangqu,,M
S1,采花,di,di,259,HH_HH,,,13,S1_13_di,HH,HH,,yinshang,yinping,,V
S1,小店,di,1,261,HH_HL,,,14,S1_14_1,HH,HL,,yinshang,yinqu,,M
S1,青椒,di,di,262,HH_HH,,,1,S1_1_di,HH,HH,,yinping,yinping,,L
S1,买布,di,1,264,LH_HL,,,4,S1_4_1,LH,HL,,yangshang,yinqu,,V
S1,黄树,di,1,269,RF_LH,,,52,S1_52_1,RF,LH,,yangping,yangqu,,M
S1,海带,di,di,271,HH_HL,,,15,S1_15_di,HH,HL,,yinshang,yinqu,,L
S1,采花,di,1,272,HH_HH,,,13,S1_13_1,HH,HH,,yinshang,yinping,,V
S1,小车,di,2,273,HH_HH,,,43,S1_43_2,HH,HH,,yinshang,yinping,,M
S1,书房,di,di,276,HH_RF,,,21,S1_21_di,HH,RF,,yinping,yangping,,L
S1,小店,di,di,278,HH_HL,,,14,S1_14_di,HH,HL,,yinshang,yinqu,,M
S1,采桃,di,2,285,HH_RF,,,34,S1_34_2,HH,RF,,yinshang,yangping,,V
S1,开店,di,2,287,HH_HL,,,10,S1_10_2,HH,HL,,yinping,yinqu,,V
S1,采桃,di,1,291,HH_RF,,,34,S1_34_1,HH,RF,,yinshang,yangping,,V
S1,黄豆,di,di,293,RF_LH,,,41,S1_41_di,RF,LH,,yangping,yangqu,,L
S1,苦瓜,di,di,299,HH_HH,,,5,S1_5_di,HH,HH,,yinshang,yinping,,L
S1,黄绳,di,2,303,RF_RF,,,28,S1_28_2,RF,RF,,yangping,yangping,,M
S1,采花,di,2,309,HH_HH,,,13,S1_13_2,HH,HH,,yinshang,yinping,,V
S1,海带,di,1,310,HH_HL,,,15,S1_15_1,HH,HL,,yinshang,yinqu,,L
S1,小门,di,1,312,HH_RF,,,12,S1_12_1,HH,RF,,yinshang,yangping,,M
S1,苦瓜,di,2,313,HH_HH,,,5,S1_5_2,HH,HH,,yinshang,yinping,,L
S1,买花,di,di,314,LH_HH,,,36,S1_36_di,LH,HH,,yangshang,yinping,,V
S1,黄绳,di,1,316,RF_RF,,,28,S1_28_1,RF,RF,,yangping,yangping,,M
S1,老店,di,1,317,RF_HL,,,8,S1_8_1,RF,HL,,yangshang,yinqu,,M
S1,黄豆,di,1,319,RF_LH,,,41,S1_41_1,RF,LH,,yangping,yangqu,,L
S1,买饭,di,di,320,LH_LH,,,22,S1_22_di,LH,LH,,yangshang,yangqu,,V
S1,老房,di,2,321,RF_RF,,,49,S1_49_2,RF,RF,,yangshang,yangping,,M
S1,油菜,di,1,323,RF_HL,,,33,S1_33_1,RF,HL,,yangping,yinqu,,L
S1,开店,di,di,325,HH_HL,,,10,S1_10_di,HH,HL,,yinping,yinqu,,V
S1,青菜,di,1,329,HH_HL,,,11,S1_11_1,HH,HL,,yinping,yinqu,,L
S2,新房,di,di,5,HH_RF,,,47,S2_47_di,HH,RF,,yinping,yangping,,M
S2,新车,di,1,11,HH_HH,,,45,S2_45_1,HH,HH,,yinping,yinping,,M
S2,老路,di,2,14,RF_LH,,,44,S2_44_2,RF,LH,,yangshang,yangqu,,M
S2,买茶,di,2,17,LH_RF,,,32,S2_32_2,LH,RF,,yangshang,yangping,,V
S2,开路,di,di,18,HH_LH,,,40,S2_40_di,HH,LH,,yinping,yangqu,,V
S2,樱桃,di,2,27,HH_RF,,,17,S2_17_2,HH,RF,,yinping,yangping,,L
S2,小树,di,di,28,HH_LH,,,26,S2_26_di,HH,LH,,yinshang,yangqu,,M
S2,新车,di,2,31,HH_HH,,,45,S2_45_2,HH,HH,,yinping,yinping,,M
S2,青椒,di,1,32,HH_HH,,,1,S2_1_1,HH,HH,,yinping,yinping,,L
S2,水牛,di,2,33,HH_RF,,,2,S2_2_2,HH,RF,,yinshang,yangping,,L
S2,开锁,di,2,34,HH_HH,,,30,S2_30_2,HH,HH,,yinping,yinshang,,V
S2,青豆,di,di,43,HH_LH,,,25,S2_25_di,HH,LH,,yinping,yangqu,,L
S2,老店,di,di,47,RF_HL,,,8,S2_8_di,RF,HL,,yangshang,yinqu,,M
S2,黄花,di,2,50,RF_HH,,,48,S2_48_2,RF,HH,,yangping,yinping,,M
S2,开门,di,2,52,HH_RF,,,50,S2_50_2,HH,RF,,yinping,yangping,,V
S2,黄瓜,di,2,56,RF_HH,,,6,S2_6_2,RF,HH,,yangping,yinping,,L
S2,青菜,di,2,58,HH_HL,,,11,S2_11_2,HH,HL,,yinping,yinqu,,L
S2,小门,di,di,66,HH_RF,,,12,S2_12_di,HH,RF,,yinshang,yangping,,M
S2,开门,di,di,71,HH_RF,,,50,S2_50_di,HH,RF,,yinping,yangping,,V
S2,水牛,di,1,72,HH_RF,,,2,S2_2_1,HH,RF,,yinshang,yangping,,L
S2,杨梅,di,2,75,RF_RF,,,35,S2_35_2,RF,RF,,yangping,yangping,,L
S2,开路,di,2,76,HH_LH,,,40,S2_40_2,HH,LH,,yinping,yangqu,,V
S2,买布,di,di,77,LH_HL,,,4,S2_4_di,LH,HL,,yangshang,yinqu,,V
S2,油菜,di,2,81,RF_HL,,,33,S2_33_2,RF,HL,,yangping,yinqu,,L
S2,杨梅,di,1,84,RF_RF,,,35,S2_35_1,RF,RF,,yangping,yangping,,L
S2,新店,di,di,92,HH_HL,,,38,S2_38_di,HH,HL,,yinping,yinqu,,M
S2,黄花,di,1,96,RF_HH,,,48,S2_48_1,RF,HH,,yangping,yinping,,M
S2,小门,di,2,97,HH_RF,,,12,S2_12_2,HH,RF,,yinshang,yangping,,M
S2,新路,di,1,98,HH_LH,,,51,S2_51_1,HH,LH,,yinping,yangqu,,M
S2,买花,di,2,100,LH_HH,,,36,S2_36_2,LH,HH,,yangshang,yinping,,V
S2,买茶,di,di,101,LH_RF,,,32,S2_32_di,LH,RF,,yangshang,yangping,,V
S2,杨梅,di,di,103,RF_RF,,,35,S2_35_di,RF,RF,,yangping,yangping,,L
S2,水牛,di,di,109,HH_RF,,,2,S2_2_di,HH,RF,,yinshang,yangping,,L
S2,新店,di,1,112,HH_HL,,,38,S2_38_1,HH,HL,,yinping,yinqu,,M
S2,黄布,di,2,116,RF_HL,,,16,S2_16_2,RF,HL,,yangping,yinqu,,M
S2,老路,di,1,122,RF_LH,,,44,S2_44_1,RF,LH,,yangshang,yangqu,,M
S2,苦瓜,di,1,126,HH_HH,,,5,S2_5_1,HH,HH,,yinshang,yinping,,L
S2,开路,di,1,128,HH_LH,,,40,S2_40_1,HH,LH,,yinping,yangqu,,V
S2,开锁,di,1,129,HH_HH,,,30,S2_30_1,HH,HH,,yinping,yinshang,,V
S2,油菜,di,di,132,RF_HL,,,33,S2_33_di,RF,HL,,yangping,yinqu,,L
S2,新店,di,2,133,HH_HL,,,38,S2_38_2,HH,HL,,yinping,yinqu,,M
S2,老车,di,di,137,RF_HH,,,20,S2_20_di,RF,HH,,yangshang,yinping,,M
S2,黄瓜,di,di,138,RF_HH,,,6,S2_6_di,RF,HH,,yangping,yinping,,L
S2,小店,di,2,139,HH_HL,,,14,S2_14_2,HH,HL,,yinshang,yinqu,,M
S2,新房,di,1,141,HH_RF,,,47,S2_47_1,HH,RF,,yinping,yangping,,M
S2,扁豆,di,di,142,HH_LH,,,27,S2_27_di,HH,LH,,yinshang,yangqu,,L
S2,青豆,di,2,143,HH_LH,,,25,S2_25_2,HH,LH,,yinping,yangqu,,L
S2,小树,di,1,146,HH_LH,,,26,S2_26_1,HH,LH,,yinshang,yangqu,,M
S2,扁豆,di,2,147,HH_LH,,,27,S2_27_2,HH,LH,,yinshang,yangqu,,L
S2,黄花,di,di,149,RF_HH,,,48,S2_48_di,RF,HH,,yangping,yinping,,M
S2,小车,di,di,158,HH_HH,,,43,S2_43_di,HH,HH,,yinshang,yinping,,M
S2,樱桃,di,di,160,HH_RF,,,17,S2_17_di,HH,RF,,yinping,yangping,,L
S2,采桃,di,di,162,HH_RF,,,34,S2_34_di,HH,RF,,yinshang,yangping,,V
S2,老店,di,2,166,RF_HL,,,8,S2_8_2,RF,HL,,yangshang,yinqu,,M
S2,黄绳,di,di,168,RF_RF,,,28,S2_28_di,RF,RF,,yangping,yangping,,M
S2,黄树,di,2,170,RF_LH,,,52,S2_52_2,RF,LH,,yangping,yangqu,,M
S2,买布,di,2,171,LH_HL,,,4,S2_4_2,LH,HL,,yangshang,yinqu,,V
S2,青椒,di,2,172,HH_HH,,,1,S2_1_2,HH,HH,,yinping,yinping,,L
S2,青豆,di,1,175,HH_LH,,,25,S2_25_1,HH,LH,,yinping,yangqu,,L
S2,老房,di,1,179,RF_RF,,,49,S2_49_1,RF,RF,,yangshang,yangping,,M
S2,买茶,di,1,183,LH_RF,,,32,S2_32_1,LH,RF,,yangshang,yangping,,V
S2,青菜,di,di,188,HH_HL,,,11,S2_11_di,HH,HL,,yinping,yinqu,,L
S2,开锁,di,di,189,HH_HH,,,30,S2_30_di,HH,HH,,yinping,yinshang,,V
S2,扁豆,di,1,190,HH_LH,,,27,S2_27_1,HH,LH,,yinshang,yangqu,,L
S2,黄布,di,1,191,RF_HL,,,16,S2_16_1,RF,HL,,yangping,yinqu,,M
S2,买饭,di,1,195,LH_LH,,,22,S2_22_1,LH,LH,,yangshang,yangqu,,V
S2,樱桃,di,1,198,HH_RF,,,17,S2_17_1,HH,RF,,yinping,yangping,,L
S2,海带,di,2,200,HH_HL,,,15,S2_15_2,HH,HL,,yinshang,yinqu,,L
S2,老车,di,2,203,RF_HH,,,20,S2_20_2,RF,HH,,yangshang,yinping,,M
S2,买饭,di,2,206,LH_LH,,,22,S2_22_2,LH,LH,,yangshang,yangqu,,V
S2,新路,di,2,209,HH_LH,,,51,S2_51_2,HH,LH,,yinping,yangqu,,M
S2,老车,di,1,214,RF_HH,,,20,S2_20_1,RF,HH,,yangshang,yinping,,M
S2,新房,di,2,217,HH_RF,,,47,S2_47_2,HH,RF,,yinping,yangping,,M
S2,小树,di,2,218,HH_LH,,,26,S2_26_2,HH,LH,,yinshang,yangqu,,M
S2,开店,di,1,224,HH_HL,,,10,S2_10_1,HH,HL,,yinping,yinqu,,V
S2,黄豆,di,2,226,RF_LH,,,41,S2_41_2,RF,LH,,yangping,yangqu,,L
S2,新车,di,di,230,HH_HH,,,45,S2_45_di,HH,HH,,yinping,yinping,,M
S2,黄布,di,di,234,RF_HL,,,16,S2_16_di,RF,HL,,yangping,yinqu,,M
S2,买花,di,1,239,LH_HH,,,36,S2_36_1,LH,HH,,yangshang,yinping,,V
S2,黄瓜,di,1,240,RF_HH,,,6,S2_6_1,RF,HH,,yangping,yinping,,L
S2,黄树,di,di,244,RF_LH,,,52,S2_52_di,RF,LH,,yangping,yangqu,,M
S2,老路,di,di,245,RF_LH,,,44,S2_44_di,RF,LH,,yangshang,yangqu,,M
S2,老房,di,di,253,RF_RF,,,49,S2_49_di,RF,RF,,yangshang,yangping,,M
S2,小车,di,1,255,HH_HH,,,43,S2_43_1,HH,HH,,yinshang,yinping,,M
S2,开门,di,1,257,HH_RF,,,50,S2_50_1,HH,RF,,yinping,yangping,,V
S2,新路,di,di,258,HH_LH,,,51,S2_51_di,HH,LH,,yinping,yangqu,,M
S2,采花,di,di,259,HH_HH,,,13,S2_13_di,HH,HH,,yinshang,yinping,,V
S2,小店,di,1,261,HH_HL,,,14,S2_14_1,HH,HL,,yinshang,yinqu,,M
S2,青椒,di,di,262,HH_HH,,,1,S2_1_di,HH,HH,,yinping,yinping,,L
S2,买布,di,1,264,LH_HL,,,4,S2_4_1,LH,HL,,yangshang,yinqu,,V
S2,黄树,di,1,269,RF_LH,,,52,S2_52_1,RF,LH,,yangping,yangqu,,M
S2,海带,di,di,271,HH_HL,,,15,S2_15_di,HH,HL,,yinshang,yinqu,,L
S2,采花,di,1,272,HH_HH,,,13,S2_13_1,HH,HH,,yinshang,yinping,,V
S2,小车,di,2,273,HH_HH,,,43,S2_43_2,HH,HH,,yinshang,yinping,,M
S2,书房,di,di,276,HH_RF,,,21,S2_21_di,HH,RF,,yinping,yangping,,L
S2,小店,di,di,278,HH_HL,,,14,S2_14_di,HH,HL,,yinshang,yinqu,,M
S2,采桃,di,2,285,HH_RF,,,34,S2_34_2,HH,RF,,yinshang,yangping,,V
S2,开店,di,2,287,HH_HL,,,10,S2_10_2,HH,HL,,yinping,yinqu,,V
S2,采桃,di,1,291,HH_RF,,,34,S2_34_1,HH,RF,,yinshang,yangping,,V
S2,黄豆,di,di,293,RF_LH,,,41,S2_41_di,RF,LH,,yangping,yangqu,,L
S2,苦瓜,di,di,299,HH_HH,,,5,S2_5_di,HH,HH,,yinshang,yinping,,L
S2,黄绳,di,2,303,RF_RF,,,28,S2_28_2,RF,RF,,yangping,yangping,,M
S2,采花,di,2,309,HH_HH,,,13,S2_13_2,HH,HH,,yinshang,yinping,,V
S2,海带,di,1,310,HH_HL,,,15,S2_15_1,HH,HL,,yinshang,yinqu,,L
S2,小门,di,1,312,HH_RF,,,12,S2_12_1,HH,RF,,yinshang,yangping,,M
S2,苦瓜,di,2,313,HH_HH,,,5,S2_5_2,HH,HH,,yinshang,yinping,,L
S2,买花,di,di,314,LH_HH,,,36,S2_36_di,LH,HH,,yangshang,yinping,,V
S2,黄绳,di,1,316,RF_RF,,,28,S2_28_1,RF,RF,,yangping,yangping,,M
S2,老店,di,1,317,RF_HL,,,8,S2_8_1,RF,HL,,yangshang,yinqu,,M
S2,黄豆,di,1,319,RF_LH,,,41,S2_41_1,RF,LH,,yangping,yangqu,,L
S2,买饭,di,di,320,LH_LH,,,22,S2_22_di,LH,LH,,yangshang,yangqu,,V
S2,老房,di,2,321,RF_RF,,,49,S2_49_2,RF,RF,,yangshang,yangping,,M
S2,油菜,di,1,323,RF_HL,,,33,S2_33_1,RF,HL,,yangping,yinqu,,L
S2,开店,di,di,325,HH_HL,,,10,S2_10_di,HH,HL,,yinping,yinqu,,V
S2,青菜,di,1,329,HH_HL,,,11,S2_11_1,HH,HL,,yinping,yinqu,,L
S3,新房,di,di,5,HL_RF,,,47,S3_47_di,HL,RF,,yinping,yangping,,M
S3,新车,di,1,11,HL_HH,,,45,S3_45_1,HL,HH,,yinping,yinping,,M
S3,老路,di,2,14,RF_LH,,,44,S3_44_2,RF,LH,,yangshang,yangqu,,M
S3,买茶,di,2,17,LH_RF,,,32,S3_32_2,LH,RF,,yangshang,yangping,,V
S3,开路,di,di,18,HH_LH,,,40,S3_40_di,HH,LH,,yinping,yangqu,,V
S3,樱桃,di,2,27,HH_RF,,,17,S3_17_2,HH,RF,,yinping,yangping,,L
S3,小树,di,di,28,HH_LH,,,26,S3_26_di,HH,LH,,yinshang,yangqu,,M
S3,新车,di,2,31,HL_HH,,,45,S3_45_2,HL,HH,,yinping,yinping,,M
S3,青椒,di,1,32,HH_HH,,,1,S3_1_1,HH,HH,,yinping,yinping,,L
S3,水牛,di,2,33,HH_RF,,,2,S3_2_2,HH,RF,,yinshang,yangping,,L
S3,开锁,di,2,34,HH_HH,,,30,S3_30_2,HH,HH,,yinping,yinshang,,V
S3,青豆,di,di,43,HH_LH,,,25,S3_25_di,HH,LH,,yinping,yangqu,,L
S3,老店,di,di,47,RF_HL,,,8,S3_8_di,RF,HL,,yangshang,yinqu,,M
S3,黄花,di,2,50,RF_HH,,,48,S3_48_2,RF,HH,,yangping,yinping,,M
S3,开门,di,2,52,HH_RF,,,50,S3_50_2,HH,RF,,yinping,yangping,,V
S3,黄瓜,di,2,56,RF_HH,,,6,S3_6_2,RF,HH,,yangping,yinping,,L
S3,青菜,di,2,58,HH_HL,,,11,S3_11_2,HH,HL,,yinping,yinqu,,L
S3,小门,di,di,66,HH_RF,,,12,S3_12_di,HH,RF,,yinshang,yangping,,M
S3,开门,di,di,71,HH_RF,,,50,S3_50_di,HH,RF,,yinping,yangping,,V
S3,水牛,di,1,72,HH_RF,,,2,S3_2_1,HH,RF,,yinshang,yangping,,L
S3,杨梅,di,2,75,RF_LH,,,35,S3_35_2,RF,LH,,yangping,yangping,,L
S3,开路,di,2,76,HH_LH,,,40,S3_40_2,HH,LH,,yinping,yangqu,,V
S3,买布,di,di,77,LH_HL,,,4,S3_4_di,LH,HL,,yangshang,yinqu,,V
S3,油菜,di,2,81,RF_HL,,,33,S3_33_2,RF,HL,,yangping,yinqu,,L
S3,杨梅,di,1,84,RF_LH,,,35,S3_35_1,RF,LH,,yangping,yangping,,L
S3,新店,di,di,92,HL_HL,,,38,S3_38_di,HL,HL,,yinping,yinqu,,M
S3,黄花,di,1,96,RF_HH,,,48,S3_48_1,RF,HH,,yangping,yinping,,M
S3,小门,di,2,97,HH_RF,,,12,S3_12_2,HH,RF,,yinshang,yangping,,M
S3,新路,di,1,98,HL_LH,,,51,S3_51_1,HL,LH,,yinping,yangqu,,M
S3,买花,di,2,100,LH_HH,,,36,S3_36_2,LH,HH,,yangshang,yinping,,V
S3,买茶,di,di,101,LH_RF,,,32,S3_32_di,LH,RF,,yangshang,yangping,,V
S3,杨梅,di,di,103,RF_LH,,,35,S3_35_di,RF,LH,,yangping,yangping,,L
S3,水牛,di,di,109,HH_RF,,,2,S3_2_di,HH,RF,,yinshang,yangping,,L
S3,新店,di,1,112,HL_HL,,,38,S3_38_1,HL,HL,,yinping,yinqu,,M
S3,黄布,di,2,116,RF_HL,,,16,S3_16_2,RF,HL,,yangping,yinqu,,M
S3,老路,di,1,122,RF_LH,,,44,S3_44_1,RF,LH,,yangshang,yangqu,,M
S3,苦瓜,di,1,126,HH_HH,,,5,S3_5_1,HH,HH,,yinshang,yinping,,L
S3,开路,di,1,128,HH_LH,,,40,S3_40_1,HH,LH,,yinping,yangqu,,V
S3,开锁,di,1,129,HH_HH,,,30,S3_30_1,HH,HH,,yinping,yinshang,,V
S3,油菜,di,di,132,RF_HL,,,33,S3_33_di,RF,HL,,yangping,yinqu,,L
S3,新店,di,2,133,HL_HL,,,38,S3_38_2,HL,HL,,yinping,yinqu,,M
S3,老车,di,di,137,RF_HH,,,20,S3_20_di,RF,HH,,yangshang,yinping,,M
S3,黄瓜,di,di,138,RF_HH,,,6,S3_6_di,RF,HH,,yangping,yinping,,L
S3,小店,di,2,139,HH_HL,,,14,S3_14_2,HH,HL,,yinshang,yinqu,,M
S3,新房,di,1,141,HL_RF,,,47,S3_47_1,HL,RF,,yinping,yangping,,M
S3,扁豆,di,di,142,HH_LH,,,27,S3_27_di,HH,LH,,yinshang,yangqu,,L
S3,青豆,di,2,143,HH_LH,,,25,S3_25_2,HH,LH,,yinping,yangqu,,L
S3,小树,di,1,146,HH_LH,,,26,S3_26_1,HH,LH,,yinshang,yangqu,,M
S3,扁豆,di,2,147,HH_LH,,,27,S3_27_2,HH,LH,,yinshang,yangqu,,L
S3,黄花,di,di,149,RF_HH,,,48,S3_48_di,RF,HH,,yangping,yinping,,M
S3,小车,di,di,158,HH_HH,,,43,S3_43_di,HH,HH,,yinshang,yinping,,M
S3,樱桃,di,di,160,HH_RF,,,17,S3_17_di,HH,RF,,yinping,yangping,,L
S3,采桃,di,di,162,HH_RF,,,34,S3_34_di,HH,RF,,yinshang,yangping,,V
S3,老店,di,2,166,RF_HL,,,8,S3_8_2,RF,HL,,yangshang,yinqu,,M
S3,黄绳,di,di,168,RF_RF,,,28,S3_28_di,RF,RF,,yangping,yangping,,M
S3,黄树,di,2,170,RF_LH,,,52,S3_52_2,RF,LH,,yangping,yangqu,,M
S3,买布,di,2,171,LH_HL,,,4,S3_4_2,LH,HL,,yangshang,yinqu,,V
S3,青椒,di,2,172,HH_HH,,,1,S3_1_2,HH,HH,,yinping,yinping,,L
S3,青豆,di,1,175,HH_LH,,,25,S3_25_1,HH,LH,,yinping,yangqu,,L
S3,老房,di,1,179,RF_RF,,,49,S3_49_1,RF,RF,,yangshang,yangping,,M
S3,买茶,di,1,183,LH_RF,,,32,S3_32_1,LH,RF,,yangshang,yangping,,V
S3,青菜,di,di,188,HH_HL,,,11,S3_11_di,HH,HL,,yinping,yinqu,,L
S3,开锁,di,di,189,HH_HH,,,30,S3_30_di,HH,HH,,yinping,yinshang,,V
S3,扁豆,di,1,190,HH_LH,,,27,S3_27_1,HH,LH,,yinshang,yangqu,,L
S3,黄布,di,1,191,RF_HL,,,16,S3_16_1,RF,HL,,yangping,yinqu,,M
S3,买饭,di,1,195,LH_LH,,,22,S3_22_1,LH,LH,,yangshang,yangqu,,V
S3,樱桃,di,1,198,HH_RF,,,17,S3_17_1,HH,RF,,yinping,yangping,,L
S3,海带,di,2,200,HH_HL,,,15,S3_15_2,HH,HL,,yinshang,yinqu,,L
S3,老车,di,2,203,RF_HH,,,20,S3_20_2,RF,HH,,yangshang,yinping,,M
S3,买饭,di,2,206,LH_LH,,,22,S3_22_2,LH,LH,,yangshang,yangqu,,V
S3,新路,di,2,209,HL_LH,,,51,S3_51_2,HL,LH,,yinping,yangqu,,M
S3,老车,di,1,214,RF_HH,,,20,S3_20_1,RF,HH,,yangshang,yinping,,M
S3,新房,di,2,217,HL_RF,,,47,S3_47_2,HL,RF,,yinping,yangping,,M
S3,小树,di,2,218,HH_LH,,,26,S3_26_2,HH,LH,,yinshang,yangqu,,M
S3,开店,di,1,224,HH_HL,,,10,S3_10_1,HH,HL,,yinping,yinqu,,V
S3,黄豆,di,2,226,RF_LH,,,41,S3_41_2,RF,LH,,yangping,yangqu,,L
S3,新车,di,di,230,HL_HH,,,45,S3_45_di,HL,HH,,yinping,yinping,,M
S3,黄布,di,di,234,RF_HL,,,16,S3_16_di,RF,HL,,yangping,yinqu,,M
S3,买花,di,1,239,LH_HH,,,36,S3_36_1,LH,HH,,yangshang,yinping,,V
S3,黄瓜,di,1,240,RF_HH,,,6,S3_6_1,RF,HH,,yangping,yinping,,L
S3,黄树,di,di,244,RF_LH,,,52,S3_52_di,RF,LH,,yangping,yangqu,,M
S3,老路,di,di,245,RF_LH,,,44,S3_44_di,RF,LH,,yangshang,yangqu,,M
S3,老房,di,di,253,RF_RF,,,49,S3_49_di,RF,RF,,yangshang,yangping,,M
S3,小车,di,1,255,HH_HH,,,43,S3_43_1,HH,HH,,yinshang,yinping,,M
S3,开门,di,1,257,HH_RF,,,50,S3_50_1,HH,RF,,yinping,yangping,,V
S3,新路,di,di,258,HL_LH,,,51,S3_51_di,HL,LH,,yinping,yangqu,,M
S3,采花,di,di,259,HH_HH,,,13,S3_13_di,HH,HH,,yinshang,yinping,,V
S3,小店,di,1,261,HH_HL,,,14,S3_14_1,HH,HL,,yinshang,yinqu,,M
S3,青椒,di,di,262,HH_HH,,,1,S3_1_di,HH,HH,,yinping,yinping,,L
S3,买布,di,1,264,LH_HL,,,4,S3_4_1,LH,HL,,yangshang,yinqu,,V
S3,黄树,di,1,269,RF_LH,,,52,S3_52_1,RF,LH,,yangping,yangqu,,M
S3,海带,di,di,271,HH_HL,,,15,S3_15_di,HH,HL,,yinshang,yinqu,,L
S3,采花,di,1,272,HH_HH,,,13,S3_13_1,HH,HH,,yinshang,yinping,,V
S3,小车,di,2,273,HH_HH,,,43,S3_43_2,HH,HH,,yinshang,yinping,,M
S3,书房,di,di,276,HH_RF,,,21,S3_21_di,HH,RF,,yinping,yangping,,L
S3,小店,di,di,278,HH_HL,,,14,S3_14_di,HH,HL,,yinshang,yinqu,,M
S3,采桃,di,2,285,HH_RF,,,34,S3_34_2,HH,RF,,yinshang,yangping,,V
S3,开店,di,2,287,HH_HL,,,10,S3_10_2,HH,HL,,yinping,yinqu,,V
S3,采桃,di,1,291,HH_RF,,,34,S3_34_1,HH,RF,,yinshang,yangping,,V
S3,黄豆,di,di,293,RF_LH,,,41,S3_41_di,RF,LH,,yangping,yangqu,,L
S3,苦瓜,di,di,299,HH_HH,,,5,S3_5_di,HH,HH,,yinshang,yinping,,L
S3,黄绳,di,2,303,RF_RF,,,28,S3_28_2,RF,RF,,yangping,yangping,,M
S3,采花,di,2,309,HH_HH,,,13,S3_13_2,HH,HH,,yinshang,yinping,,V
S3,海带,di,1,310,HH_HL,,,15,S3_15_1,HH,HL,,yinshang,yinqu,,L
S3,小门,di,1,312,HH_RF,,,12,S3_12_1,HH,RF,,yinshang,yangping,,M
S3,苦瓜,di,2,313,HH_HH,,,5,S3_5_2,HH,HH,,yinshang,yinping,,L
S3,买花,di,di,314,LH_HH,,,36,S3_36_di,LH,HH,,yangshang,yinping,,V
S3,黄绳,di,1,316,RF_RF,,,28,S3_28_1,RF,RF,,yangping,yangping,,M
S3,老店,di,1,317,RF_HL,,,8,S3_8_1,RF,HL,,yangshang,yinqu,,M
S3,黄豆,di,1,319,RF_LH,,,41,S3_41_1,RF,LH,,yangping,yangqu,,L
S3,买饭,di,di,320,LH_LH,,,22,S3_22_di,LH,LH,,yangshang,yangqu,,V
S3,老房,di,2,321,RF_RF,,,49,S3_49_2,RF,RF,,yangshang,yangping,,M
S3,油菜,di,1,323,RF_HL,,,33,S3_33_1,RF,HL,,yangping,yinqu,,L
S3,开店,di,di,325,HH_HL,,,10,S3_10_di,HH,HL,,yinping,yinqu,,V
S3,青菜,di,1,329,HH_HL,,,11,S3_11_1,HH,HL,,yinping,yinqu,,L
S4,新房,di,di,5,HH_RF,,,47,S4_47_di,HH,RF,,yinping,yangping,,M
S4,新车,di,1,11,HH_HH,,,45,S4_45_1,HH,HH,,yinping,yinping,,M
S4,老路,di,2,14,RF_LH,,,44,S4_44_2,RF,LH,,yangshang,yangqu,,M
S4,买茶,di,2,17,RF_RF,,,32,S4_32_2,RF,RF,,yangshang,yangping,,V
S4,开路,di,di,18,HH_LH,,,40,S4_40_di,HH,LH,,yinping,yangqu,,V
