speaker,token,diortri,focus_condition,focus_no,citation_tone,sandhi_tone,sandhi_tone_var,citation_no,ind_no,sync_tone1,sync_tone2,sync_tone3,hist_tone1,hist_tone2,hist_tone3,syntax
S5,新书房,tri,ct,,HH_HL_RF,HLM,,19,S5_19_ct,HH,HL,RF,yinping,yinping,yangping,1+2MH
S5,黄瓜皮,tri,ct,,RF_HH_RF,LLH,,20,S5_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S5,开门人,tri,ct,,HH_RF_RF,HHL,,21,S5_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S5,买花人,tri,ct,,RF_HH_RF,LMH,,22,S5_22_ct,RF,HH,RF,yangshang,yinping,yangping,2+1VL
S5,樱桃皮,tri,ct,,HH_RF_RF,MMH,,23,S5_23_ct,HH,RF,RF,yinping,yangping,yangping,2+1LL
S5,买樱桃,tri,ct,,RF_HH_RF,LHL,,24,S5_24_ct,RF,HH,RF,yangshang,yinping,yangping,1+2VO
S5,水牛毛,tri,ct,,HH_RF_RF,LHL,,25,S5_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S5,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S5_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S5,新手链,tri,ct,,HH_HH_RF,HHL,,27,S5_27_ct,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S5,小青椒,tri,ct,,HH_HL_HL,LHL,,29,S5_29_ct,HH,HL,HL,yinshang,yinping,yinping,1+2MH
S5,造船厂,tri,ct,,RF_RF_HH,LLLHHL,,28,S5_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S5,杨梅籽,tri,ct,,RF_RF_HH,LLH,,30,S5_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S5,苦瓜皮,tri,ct,,HL_HH_RF,LHL,,31,S5_31_ct,HL,HH,RF,yinshang,yinping,yangping,2+1LL
S5,买杨梅,tri,ct,,RF_RF_RF,LLH,,32,S5_32_ct,RF,RF,RF,yangshang,yangping,yangping,1+2VO
S5,采樱花,tri,ct,,HH_HH_HH,HLM,,33,S5_33_ct,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S5,小苦瓜,tri,ct,,HH_HL_HH,LHL,,34,S5_34_ct,HH,HL,HH,yinshang,yinshang,yinping,1+2MH
S5,新手机,tri,ct,,HH_HH_HH,HHL,,35,S5_35_ct,HH,HH,HH,yinping,yinshang,yinping,1+2MH
S5,修车工,tri,ct,,HH_HH_HH,MMH,,36,S5_36_ct,HH,HH,HH,yinping,yinping,yinping,2+1VL
S5,小樱桃,tri,ct,,HH_HH_RF,LHL,,37,S5_37_ct,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S5,青椒籽,tri,ct,,HL_HL_HH,MMH,,38,S5_38_ct,HL,HL,HH,yinping,yinping,yinshang,2+1LL
S5,小水牛,tri,ct,,HH_HH_RF,LHL,,39,S5_39_ct,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S5,采樱桃,tri,ct,,HH_HH_RF,HLM,,40,S5_40_ct,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S5,买茶人,tri,ct,,RF_RF_RF,LHL,,41,S5_41_ct,RF,RF,RF,yangshang,yangping,yangping,2+1VL
S5,新书包,tri,ct,,HH_HL_HH,MMH,,42,S5_42_ct,HH,HL,HH,yinping,yinping,yinping,1+2MH
S5,开锁人,tri,ct,,HH_HH_RF,HHL,,43,S5_43_ct,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S5,青椒皮,tri,ct,,HL_HL_RF,HLM,,44,S5_44_ct,HL,HL,RF,yinping,yinping,yangping,2+1LL
S6,小黄瓜,tri,ct,,HH_RF_HH,MMM,,1,S6_1_ct,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S6,老青椒,tri,ct,,RF_HH_HH,LMH,,2,S6_2_ct,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S6,采梅花,tri,ct,,HH_RF_HH,HLM,,3,S6_3_ct,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S6,买青椒,tri,ct,,LH_HH_HH,LHL,,4,S6_4_ct,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S6,新皮袄,tri,ct,,HL_RF_HH,HLM,,5,S6_5_ct,HL,RF,HH,yinping,yangping,yinshang,1+2MH
S6,造纸厂,tri,ct,,RF_HH_HH,LLMMHH,,6,S6_6_ct,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S6,修门工,tri,ct,,HH_RF_HH,LHL,,7,S6_7_ct,HH,RF,HH,yinping,yangping,yinping,2+1VL
S6,老杨梅,tri,ct,,RF_RF_RF,LMH,,8,S6_8_ct,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S6,樱桃籽,tri,ct,,HH_RF_HH,HLM,,9,S6_9_ct,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S6,草莓籽,tri,ct,,HH_LH_HH,MMM,,10,S6_10_ct,HH,LH,HH,yinshang,yangping,yinshang,2+1LL
S6,黄瓜籽,tri,ct,,RF_HH_HH,LLH,,11,S6_11_ct,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S6,小杨梅,tri,ct,,HH_RF_RF,MMM,,12,S6_12_ct,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S6,老樱桃,tri,ct,,RF_HH_RF,LMH,,13,S6_13_ct,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S6,新皮鞋,tri,ct,,HL_RF_RF,HLM,,14,S6_14_ct,HL,RF,RF,yinping,yangping,yangping,1+2MH
S6,采杨梅,tri,ct,,HH_RF_RF,HLM,,15,S6_15_ct,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S6,老黄瓜,tri,ct,,RF_RF_HH,LMH,,16,S6_16_ct,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S6,苦瓜籽,tri,ct,,HH_HH_HH,MMM,,17,S6_17_ct,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S6,买黄瓜,tri,ct,,LH_RF_HH,LLH,,18,S6_18_ct,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S6,新书房,tri,ct,,HL_HH_RF,HLM,,19,S6_19_ct,HL,HH,RF,yinping,yinping,yangping,1+2MH
S6,黄瓜皮,tri,ct,,RF_HH_RF,LLH,,20,S6_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S6,开门人,tri,ct,,HH_RF_RF,LHL,,21,S6_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S6,买花人,tri,ct,,LH_HH_RF,LMH,,22,S6_22_ct,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S6,樱桃皮,tri,ct,,HH_RF_RF,HLM,,23,S6_23_ct,HH,RF,RF,yinping,yangping,yangping,2+1LL
S6,买樱桃,tri,ct,,LH_HH_RF,LHL,,24,S6_24_ct,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S6,水牛毛,tri,ct,,HH_RF_RF,MMM,,25,S6_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S6,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S6_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S6,新手链,tri,ct,,HL_HH_RF,HLM,,27,S6_27_ct,HL,HH,RF,yinping,yinshang,yangqu,1+2MH
S6,造船厂,tri,ct,,RF_RF_HH,LLLHHH,,28,S6_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S6,小青椒,tri,ct,,HH_HH_HH,MMM,,29,S6_29_ct,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S6,杨梅籽,tri,ct,,RF_RF_HH,LLH,,30,S6_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S6,苦瓜皮,tri,ct,,HH_HH_RF,MMM,,31,S6_31_ct,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S6,买杨梅,tri,ct,,LH_RF_RF,LLH,,32,S6_32_ct,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S6,采樱花,tri,ct,,HH_HH_HH,HLM,,33,S6_33_ct,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S6,小苦瓜,tri,ct,,HH_HH_HH,MMM,,34,S6_34_ct,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S6,新手机,tri,ct,,HL_HH_HH,HLM,,35,S6_35_ct,HL,HH,HH,yinping,yinshang,yinping,1+2MH
S6,修车工,tri,ct,,HH_HH_HH,HLM,,36,S6_36_ct,HH,HH,HH,yinping,yinping,yinping,2+1VL
S6,小樱桃,tri,ct,,HH_HH_RF,MMM,,37,S6_37_ct,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S6,青椒籽,tri,ct,,HH_HH_HH,HLM,,38,S6_38_ct,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S6,小水牛,tri,ct,,HH_HH_RF,MMM,,39,S6_39_ct,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S6,采樱桃,tri,ct,,HH_HH_RF,HLM,,40,S6_40_ct,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S6,买茶人,tri,ct,,LH_RF_RF,LMH,,41,S6_41_ct,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S6,新书包,tri,ct,,HL_HH_HH,HLM,,42,S6_42_ct,HL,HH,HH,yinping,yinping,yinping,1+2MH
S6,开锁人,tri,ct,,HH_HH_RF,HLM,,43,S6_43_ct,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S6,青椒皮,tri,ct,,HH_HH_RF,HLM,,44,S6_44_ct,HH,HH,RF,yinping,yinping,yangping,2+1LL
S7,小黄瓜,tri,ct,,HH_RF_HH,LHL,,1,S7_1_ct,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S7,采梅花,tri,ct,,HL_RF_HH,HLM,,3,S7_3_ct,HL,RF,HH,yinshang,yangping,yinping,1+2VO
S7,新皮袄,tri,ct,,HL_RF_HH,HLM,,5,S7_5_ct,HL,RF,HH,yinping,yangping,yinshang,1+2MH
S7,造纸厂,tri,ct,,RF_HH_HH,LLLHHL,,6,S7_6_ct,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S7,老杨梅,tri,ct,,RF_RF_RF,LMH,,8,S7_8_ct,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S7,樱桃籽,tri,ct,,HH_RF_HH,HLM,,9,S7_9_ct,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S7,草莓籽,tri,ct,,HH_RF_HH,LHL,,10,S7_10_ct,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S7,黄瓜籽,tri,ct,,RF_HH_HH,LLH,LLLLHH,11,S7_11_ct,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S7,小杨梅,tri,ct,,HH_RF_RF,LHL,,12,S7_12_ct,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S7,老樱桃,tri,ct,,RF_HH_RF,LMH,,13,S7_13_ct,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S7,新皮鞋,tri,ct,,HL_RF_RF,HLM,,14,S7_14_ct,HL,RF,RF,yinping,yangping,yangping,1+2MH
S7,采杨梅,tri,ct,,HL_RF_RF,HLM,,15,S7_15_ct,HL,RF,RF,yinshang,yangping,yangping,1+2VO
S7,老黄瓜,tri,ct,,RF_RF_HH,LMH,,16,S7_16_ct,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S7,苦瓜籽,tri,ct,,HH_HH_HH,LHL,,17,S7_17_ct,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S7,买黄瓜,tri,ct,,RF_RF_HH,LLH,,18,S7_18_ct,RF,RF,HH,yangshang,yangping,yinping,1+2VO
S7,新书房,tri,ct,,HL_HH_RF,HLM,,19,S7_19_ct,HL,HH,RF,yinping,yinping,yangping,1+2MH
S7,黄瓜皮,tri,ct,,RF_HH_RF,LLH,,20,S7_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S7,买花人,tri,ct,,RF_HH_RF,LMH,,22,S7_22_ct,RF,HH,RF,yangshang,yinping,yangping,2+1VL
S7,樱桃皮,tri,ct,,HH_RF_RF,HLM,,23,S7_23_ct,HH,RF,RF,yinping,yangping,yangping,2+1LL
S7,买樱桃,tri,ct,,RF_HH_RF,LLH,,24,S7_24_ct,RF,HH,RF,yangshang,yinping,yangping,1+2VO
S7,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S7_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S7,新手链,tri,ct,,HL_HH_RF,HLM,,27,S7_27_ct,HL,HH,RF,yinping,yinshang,yangqu,1+2MH
S7,造船厂,tri,ct,,RF_RF_HH,LLLHHH,,28,S7_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S7,小青椒,tri,ct,,HH_HH_HH,LHL,,29,S7_29_ct,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S7,杨梅籽,tri,ct,,RF_RF_HH,LLH,LLLLHH,30,S7_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S7,苦瓜皮,tri,ct,,HH_HH_RF,LHL,,31,S7_31_ct,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S7,买杨梅,tri,ct,,RF_RF_RF,LLH,,32,S7_32_ct,RF,RF,RF,yangshang,yangping,yangping,1+2VO
S7,采樱花,tri,ct,,HL_HH_HH,HLM,,33,S7_33_ct,HL,HH,HH,yinshang,yinping,yinping,1+2VO
S7,小苦瓜,tri,ct,,HH_HH_HH,LHL,,34,S7_34_ct,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S7,新手机,tri,ct,,HL_HH_HH,HLM,,35,S7_35_ct,HL,HH,HH,yinping,yinshang,yinping,1+2MH
S7,修车工,tri,ct,,HH_HH_HH,HLM,,36,S7_36_ct,HH,HH,HH,yinping,yinping,yinping,2+1VL
S7,小樱桃,tri,ct,,HH_HH_RF,LHL,,37,S7_37_ct,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S7,青椒籽,tri,ct,,HH_HH_HH,HLM,,38,S7_38_ct,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S7,采樱桃,tri,ct,,HL_HH_RF,HLM,,40,S7_40_ct,HL,HH,RF,yinshang,yinping,yangping,1+2VO
S7,新书包,tri,ct,,HL_HH_HH,HLM,,42,S7_42_ct,HL,HH,HH,yinping,yinping,yinping,1+2MH
S7,青椒皮,tri,ct,,HH_HH_RF,HLM,,44,S7_44_ct,HH,HH,RF,yinping,yinping,yangping,2+1LL
S7,老青椒,tri,ct,,RF_HH_HH,LHL,,2,S7_2_ct,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S7,买青椒,tri,ct,,RF_HH_HH,LLH,,4,S7_4_ct,RF,HH,HH,yangshang,yinping,yinping,1+2VO
S7,水牛毛,tri,ct,,HH_RF_RF,LHL,,25,S7_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S7,小水牛,tri,ct,,HH_HH_RF,LHL,,39,S7_39_ct,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S7,开门人,tri,ct,,HH_RF_RF,HLM,,21,S7_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S7,买茶人,tri,ct,,RF_RF_RF,LHL,,41,S7_41_ct,RF,RF,RF,yangshang,yangping,yangping,2+1VL
S7,开锁人,tri,ct,,HH_HH_RF,HLM,,43,S7_43_ct,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S7,修门工,tri,ct,,HH_RF_HH,HLM,,7,S7_7_ct,HH,RF,HH,yinping,yangping,yinping,2+1VL
S8,小黄瓜,tri,ct,,HL_RF_HH,LHL,,1,S8_1_ct,HL,RF,HH,yinshang,yangping,yinping,1+2MH
S8,老青椒,tri,ct,,RF_HL_HH,LHL,,2,S8_2_ct,RF,HL,HH,yangshang,yinping,yinping,1+2MH
S8,采梅花,tri,ct,,HL_RF_HH,HLM,,3,S8_3_ct,HL,RF,HH,yinshang,yangping,yinping,1+2VO
S8,买青椒,tri,ct,,LH_HL_HH,LLH,,4,S8_4_ct,LH,HL,HH,yangshang,yinping,yinping,1+2VO
S8,新皮袄,tri,ct,,HL_RF_HH,HLM,,5,S8_5_ct,HL,RF,HH,yinping,yangping,yinshang,1+2MH
S8,造纸厂,tri,ct,,RF_HH_HH,LLLHHL,,6,S8_6_ct,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S8,修门工,tri,ct,,HL_RF_HH,HLM,,7,S8_7_ct,HL,RF,HH,yinping,yangping,yinping,2+1VL
S8,老杨梅,tri,ct,,RF_RF_RF,LHL,,8,S8_8_ct,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S8,樱桃籽,tri,ct,,HL_RF_HH,HLM,,9,S8_9_ct,HL,RF,HH,yinping,yangping,yinshang,2+1LL
S8,草莓籽,tri,ct,,HH_RF_HH,LHL,,10,S8_10_ct,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S8,黄瓜籽,tri,ct,,RF_HH_HH,LLH,,11,S8_11_ct,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S8,小杨梅,tri,ct,,HL_RF_RF,LHL,,12,S8_12_ct,HL,RF,RF,yinshang,yangping,yangping,1+2MH
S8,老樱桃,tri,ct,,RF_HL_RF,LHL,,13,S8_13_ct,RF,HL,RF,yangshang,yinping,yangping,1+2MH
S8,新皮鞋,tri,ct,,HL_RF_RF,HLM,,14,S8_14_ct,HL,RF,RF,yinping,yangping,yangping,1+2MH
S8,采杨梅,tri,ct,,HL_RF_RF,HLM,,15,S8_15_ct,HL,RF,RF,yinshang,yangping,yangping,1+2VO
S8,老黄瓜,tri,ct,,RF_RF_HH,LHL,,16,S8_16_ct,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S8,苦瓜籽,tri,ct,,HH_HH_HH,LHL,,17,S8_17_ct,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S8,买黄瓜,tri,ct,,LH_RF_HH,LLH,,18,S8_18_ct,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S8,新书房,tri,ct,,HL_HH_RF,HLM,,19,S8_19_ct,HL,HH,RF,yinping,yinping,yangping,1+2MH
S8,黄瓜皮,tri,ct,,RF_HH_RF,outlier,diff,20,S8_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S8,开门人,tri,ct,,HH_RF_RF,LHL,,21,S8_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S8,买花人,tri,ct,,LH_HH_RF,LHL,,22,S8_22_ct,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S8,樱桃皮,tri,ct,,HL_RF_RF,HML,,23,S8_23_ct,HL,RF,RF,yinping,yangping,yangping,2+1LL
S8,买樱桃,tri,ct,,LH_HL_RF,LLH,,24,S8_24_ct,LH,HL,RF,yangshang,yinping,yangping,1+2VO
S8,水牛毛,tri,ct,,HH_RF_RF,LHL,,25,S8_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S8,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S8_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S8,新手链,tri,ct,,HL_HL_RF,HML,,27,S8_27_ct,HL,HL,RF,yinping,yinshang,yangqu,1+2MH
S8,造船厂,tri,ct,,RF_RF_HH,LMMHHL,,28,S8_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S8,小青椒,tri,ct,,HL_HL_HH,LHL,,29,S8_29_ct,HL,HL,HH,yinshang,yinping,yinping,1+2MH
S8,杨梅籽,tri,ct,,RF_RF_HH,LLH,,30,S8_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S8,苦瓜皮,tri,ct,,HH_HH_RF,LHL,,31,S8_31_ct,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S8,买杨梅,tri,ct,,LH_RF_RF,LLH,,32,S8_32_ct,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S8,采樱花,tri,ct,,HL_HL_HH,LHL,,33,S8_33_ct,HL,HL,HH,yinshang,yinping,yinping,1+2VO
S8,小苦瓜,tri,ct,,HL_HH_HH,LHL,,34,S8_34_ct,HL,HH,HH,yinshang,yinshang,yinping,1+2MH
S8,新手机,tri,ct,,HL_HL_HL,HML,,35,S8_35_ct,HL,HL,HL,yinping,yinshang,yinping,1+2MH
S8,修车工,tri,ct,,HL_HH_HH,HLM,,36,S8_36_ct,HL,HH,HH,yinping,yinping,yinping,2+1VL
S8,小樱桃,tri,ct,,HL_HL_RF,LHL,,37,S8_37_ct,HL,HL,RF,yinshang,yinping,yangping,1+2MH
S8,青椒籽,tri,ct,,HL_HH_HH,HML,,38,S8_38_ct,HL,HH,HH,yinping,yinping,yinshang,2+1LL
S8,小水牛,tri,ct,,HL_HH_RF,LHL,,39,S8_39_ct,HL,HH,RF,yinshang,yinshang,yangping,1+2MH
S8,采樱桃,tri,ct,,HL_HL_RF,LHL,,40,S8_40_ct,HL,HL,RF,yinshang,yinping,yangping,1+2VO
S8,买茶人,tri,ct,,LH_RF_RF,LHL,,41,S8_41_ct,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S8,新书包,tri,ct,,HL_HH_HH,HLM,,42,S8_42_ct,HL,HH,HH,yinping,yinping,yinping,1+2MH
S8,开锁人,tri,ct,,HH_HH_RF,HML,,43,S8_43_ct,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S8,青椒皮,tri,ct,,HL_HH_RF,HML,,44,S8_44_ct,HL,HH,RF,yinping,yinping,yangping,2+1LL
S1,新房,di,di,5,HL_RF,,,47,S1_47_di,HL,RF,,yinping,yangping,,M
S1,新车,di,1,11,HL_HH,,,45,S1_45_1,HL,HH,,yinping,yinping,,M
S1,老路,di,2,14,RF_LH,,,44,S1_44_2,RF,LH,,yangshang,yangqu,,M
S1,买茶,di,2,17,LH_RF,,,32,S1_32_2,LH,RF,,yangshang,yangping,,V
S1,开路,di,di,18,HH_LH,,,40,S1_40_di,HH,LH,,yinping,yangqu,,V
S1,樱桃,di,2,27,HH_RF,,,17,S1_17_2,HH,RF,,yinping,yangping,,L
S1,小树,di,di,28,HH_LH,,,26,S1_26_di,HH,LH,,yinshang,yangqu,,M
S1,新车,di,2,31,HL_HH,,,45,S1_45_2,HL,HH,,yinping,yinping,,M
S1,青椒,di,1,32,HH_HH,,,1,S1_1_1,HH,HH,,yinping,yinping,,L
S1,水牛,di,2,33,HH_RF,,,2,S1_2_2,HH,RF,,yinshang,yangping,,L
S1,开锁,di,2,34,HH_HH,,,30,S1_30_2,HH,HH,,yinping,yinshang,,V
S1,青豆,di,di,43,HH_LH,,,25,S1_25_di,HH,LH,,yinping,yangqu,,L
S1,老店,di,di,47,RF_HL,,,8,S1_8_di,RF,HL,,yangshang,yinqu,,M
S1,黄花,di,2,50,RF_HH,,,48,S1_48_2,RF,HH,,yangping,yinping,,M
S1,开门,di,2,52,HH_RF,,,50,S1_50_2,HH,RF,,yinping,yangping,,V
S1,黄瓜,di,2,56,RF_HH,,,6,S1_6_2,RF,HH,,yangping,yinping,,L
S1,青菜,di,2,58,HH_HL,,,11,S1_11_2,HH,HL,,yinping,yinqu,,L
S1,小门,di,di,66,HH_RF,,,12,S1_12_di,HH,RF,,yinshang,yangping,,M
S1,开门,di,di,71,HH_RF,,,50,S1_50_di,HH,RF,,yinping,yangping,,V
S1,水牛,di,1,72,HH_RF,,,2,S1_2_1,HH,RF,,yinshang,yangping,,L
S1,杨梅,di,2,75,RF_RF,,,35,S1_35_2,RF,RF,,yangping,yangping,,L
S1,开路,di,2,76,HH_LH,,,40,S1_40_2,HH,LH,,yinping,yangqu,,V
S1,买布,di,di,77,LH_HL,,,4,S1_4_di,LH,HL,,yangshang,yinqu,,V
S1,油菜,di,2,81,RF_HL,,,33,S1_33_2,RF,HL,,yangping,yinqu,,L
S1,杨梅,di,1,84,RF_RF,,,35,S1_35_1,RF,RF,,yangping,yangping,,L
S1,新店,di,di,92,HL_HL,,,38,S1_38_di,HL,HL,,yinping,yinqu,,M
S1,黄花,di,1,96,RF_HH,,,48,S1_48_1,RF,HH,,yangping,yinping,,M
S1,小门,di,2,97,HH_RF,,,12,S1_12_2,HH,RF,,yinshang,yangping,,M
S1,新路,di,1,98,HL_LH,,,51,S1_51_1,HL,LH,,yinping,yangqu,,M
S1,买花,di,2,100,LH_HH,,,36,S1_36_2,LH,HH,,yangshang,yinping,,V
S1,买茶,di,di,101,LH_RF,,,32,S1_32_di,LH,RF,,yangshang,yangping,,V
S1,杨梅,di,di,103,RF_RF,,,35,S1_35_di,RF,RF,,yangping,yangping,,L
S1,水牛,di,di,109,HH_RF,,,2,S1_2_di,HH,RF,,yinshang,yangping,,L
S1,新店,di,1,112,HL_HL,,,38,S1_38_1,HL,HL,,yinping,yinqu,,M
S1,黄布,di,2,116,RF_HL,,,16,S1_16_2,RF,HL,,yangping,yinqu,,M
S1,老路,di,1,122,RF_LH,,,44,S1_44_1,RF,LH,,yangshang,yangqu,,M
S1,苦瓜,di,1,126,HH_HH,,,5,S1_5_1,HH,HH,,yinshang,yinping,,L
S1,开路,di,1,128,HH_LH,,,40,S1_40_1,HH,LH,,yinping,yangqu,,V
S1,开锁,di,1,129,HH_HH,,,30,S1_30_1,HH,HH,,yinping,yinshang,,V
S1,油菜,di,di,132,RF_HL,,,33,S1_33_di,RF,HL,,yangping,yinqu,,L
S1,新店,di,2,133,HL_HL,,,38,S1_38_2,HL,HL,,yinping,yinqu,,M
S1,老车,di,di,137,RF_HH,,,20,S1_20_di,RF,HH,,yangshang,yinping,,M
S1,黄瓜,di,di,138,RF_HH,,,6,S1_6_di,RF,HH,,yangping,yinping,,L
S1,小店,di,2,139,HH_HL,,,14,S1_14_2,HH,HL,,yinshang,yinqu,,M
S1,新房,di,1,141,HL_RF,,,47,S1_47_1,HL,RF,,yinping,yangping,,M
S1,扁豆,di,di,142,HH_LH,,,27,S1_27_di,HH,LH,,yinshang,yangqu,,L
S1,青豆,di,2,143,HH_LH,,,25,S1_25_2,HH,LH,,yinping,yangqu,,L
S1,小树,di,1,146,HH_LH,,,26,S1_26_1,HH,LH,,yinshang,yangqu,,M
S1,扁豆,di,2,147,HH_LH,,,27,S1_27_2,HH,LH,,yinshang,yangqu,,L
S1,黄花,di,di,149,RF_HH,,,48,S1_48_di,RF,HH,,yangping,yinping,,M
S1,小车,di,di,158,HH_HH,,,43,S1_43_di,HH,HH,,yinshang,yinping,,M
S1,樱桃,di,di,160,HH_RF,,,17,S1_17_di,HH,RF,,yinping,yangping,,L
S1,采桃,di,di,162,HH_RF,,,34,S1_34_di,HH,RF,,yinshang,yangping,,V
S1,老店,di,2,166,RF_HL,,,8,S1_8_2,RF,HL,,yangshang,yinqu,,M
S1,黄绳,di,di,168,RF_RF,,,28,S1_28_di,RF,RF,,yangping,yangping,,M
S1,黄树,di,2,170,RF_LH,,,52,S1_52_2,RF,LH,,yangping,yangqu,,M
S1,买布,di,2,171,LH_HL,,,4,S1_4_2,LH,HL,,yangshang,yinqu,,V
S1,青椒,di,2,172,HH_HH,,,1,S1_1_2,HH,HH,,yinping,yinping,,L
S1,青豆,di,1,175,HH_LH,,,25,S1_25_1,HH,LH,,yinping,yangqu,,L
S1,老房,di,1,179,RF_RF,,,49,S1_49_1,RF,RF,,yangshang,yangping,,M
S1,买茶,di,1,183,LH_RF,,,32,S1_32_1,LH,RF,,yangshang,yangping,,V
S1,青菜,di,di,188,HH_HL,,,11,S1_11_di,HH,HL,,yinping,yinqu,,L
S1,开锁,di,di,189,HH_HH,,,30,S1_30_di,HH,HH,,yinping,yinshang,,V
S1,扁豆,di,1,190,HH_LH,,,27,S1_27_1,HH,LH,,yinshang,yangqu,,L
S1,黄布,di,1,191,RF_HL,,,16,S1_16_1,RF,HL,,yangping,yinqu,,M
